mode,n_blocks,ell,lambda_bits,record_index,sender,direction,record_type,sequence,auth_kind,serialized_bytes,header_ce1_bytes,payload_ce1_bytes,auth_ce1_bytes,auth_tag_bits,value_only_semantic_bits
RELEASE,32,155,2,51,Bob,B2A,OPEN,25,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,52,Alice,A2B,OPEN,25,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,53,Alice,A2B,OPEN,26,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,54,Bob,B2A,OPEN,26,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,55,Bob,B2A,OPEN,27,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,56,Alice,A2B,OPEN,27,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,57,Alice,A2B,OPEN,28,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,58,Bob,B2A,OPEN,28,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,59,Bob,B2A,OPEN,29,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,60,Alice,A2B,OPEN,29,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,61,Alice,A2B,OPEN,30,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,62,Bob,B2A,OPEN,30,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,63,Bob,B2A,OPEN,31,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,64,Alice,A2B,OPEN,31,MAC,771,419,187,127,256,1822
RELEASE,32,155,2,65,Alice,A2B,OPEN,32,MAC,771,419,187,127,256,1823
RELEASE,32,155,2,66,Bob,B2A,OPEN,32,MAC,771,419,187,127,256,1823
RELEASE,32,155,2,67,Bob,B2A,OPEN,33,MAC,771,419,187,127,256,1823
RELEASE,32,155,2,68,Alice,A2B,OPEN,33,MAC,771,419,187,127,256,1823
RELEASE,32,155,2,69,Alice,A2B,OPEN,34,MAC,771,419,187,127,256,1824
RELEASE,32,155,2,70,Bob,B2A,OPEN,34,MAC,771,419,187,127,256,1824
RELEASE,32,155,2,71,Bob,B2A,CONFIRM,35,PRF,624,422,68,96,128,1445
RELEASE,32,155,2,72,Alice,A2B,CONFIRM,35,PRF,624,422,68,96,128,1445
RELEASE,32,155,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,32,155,4,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4847
RELEASE,32,155,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,738,431,142,127,256,1632
RELEASE,32,155,4,4,Alice,A2B,DIALOGUE_A,1,MAC,709,425,119,127,256,1544
RELEASE,32,155,4,5,Alice,A2B,COMMIT_SET,2,MAC,2557,425,1967,127,256,5943
RELEASE,32,155,4,6,Bob,B2A,COMMIT_SET,2,MAC,2557,425,1967,127,256,5943
RELEASE,32,155,4,7,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,32,155,4,8,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,32,155,4,9,Bob,B2A,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,32,155,4,10,Alice,A2B,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,32,155,4,11,Alice,A2B,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,32,155,4,12,Bob,B2A,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,32,155,4,13,Bob,B2A,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,32,155,4,14,Alice,A2B,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,32,155,4,15,Alice,A2B,OPEN,7,MAC,773,419,189,127,256,1821
RELEASE,32,155,4,16,Bob,B2A,OPEN,7,MAC,773,419,189,127,256,1821
RELEASE,32,155,4,17,Bob,B2A,OPEN,8,MAC,773,419,189,127,256,1822
RELEASE,32,155,4,18,Alice,A2B,OPEN,8,MAC,773,419,189,127,256,1822
RELEASE,32,155,4,19,Alice,A2B,OPEN,9,MAC,773,419,189,127,256,1822
RELEASE,32,155,4,20,Bob,B2A,OPEN,9,MAC,773,419,189,127,256,1822
RELEASE,32,155,4,21,Bob,B2A,OPEN,10,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,22,Alice,A2B,OPEN,10,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,23,Alice,A2B,OPEN,11,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,24,Bob,B2A,OPEN,11,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,25,Bob,B2A,OPEN,12,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,26,Alice,A2B,OPEN,12,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,27,Alice,A2B,OPEN,13,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,28,Bob,B2A,OPEN,13,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,29,Bob,B2A,OPEN,14,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,30,Alice,A2B,OPEN,14,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,31,Alice,A2B,OPEN,15,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,32,Bob,B2A,OPEN,15,MAC,773,419,189,127,256,1823
RELEASE,32,155,4,33,Bob,B2A,OPEN,16,MAC,773,419,189,127,256,1824
RELEASE,32,155,4,34,Alice,A2B,OPEN,16,MAC,773,419,189,127,256,1824
RELEASE,32,155,4,35,Alice,A2B,OPEN,17,MAC,773,419,189,127,256,1824
RELEASE,32,155,4,36,Bob,B2A,OPEN,17,MAC,773,419,189,127,256,1824
RELEASE,32,155,4,37,Bob,B2A,OPEN,18,MAC,773,419,189,127,256,1825
RELEASE,32,155,4,38,Alice,A2B,OPEN,18,MAC,773,419,189,127,256,1825
RELEASE,32,155,4,39,Bob,B2A,CONFIRM,19,PRF,624,422,68,96,128,1444
RELEASE,32,155,4,40,Alice,A2B,CONFIRM,19,PRF,624,422,68,96,128,1444
RELEASE,32,155,8,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,32,155,8,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4844
RELEASE,32,155,8,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,738,431,142,127,256,1632
RELEASE,32,155,8,4,Alice,A2B,DIALOGUE_A,1,MAC,709,425,119,127,256,1544
RELEASE,32,155,8,5,Alice,A2B,COMMIT_SET,2,MAC,1661,425,1071,127,256,3846
RELEASE,32,155,8,6,Bob,B2A,COMMIT_SET,2,MAC,1661,425,1071,127,256,3846
RELEASE,32,155,8,7,Alice,A2B,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,32,155,8,8,Bob,B2A,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,32,155,8,9,Bob,B2A,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,32,155,8,10,Alice,A2B,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,32,155,8,11,Alice,A2B,OPEN,5,MAC,777,419,193,127,256,1825
RELEASE,32,155,8,12,Bob,B2A,OPEN,5,MAC,777,419,193,127,256,1825
RELEASE,32,155,8,13,Bob,B2A,OPEN,6,MAC,777,419,193,127,256,1826
RELEASE,32,155,8,14,Alice,A2B,OPEN,6,MAC,777,419,193,127,256,1826
RELEASE,32,155,8,15,Alice,A2B,OPEN,7,MAC,777,419,193,127,256,1826
RELEASE,32,155,8,16,Bob,B2A,OPEN,7,MAC,777,419,193,127,256,1826
RELEASE,32,155,8,17,Bob,B2A,OPEN,8,MAC,777,419,193,127,256,1827
RELEASE,32,155,8,18,Alice,A2B,OPEN,8,MAC,777,419,193,127,256,1827
RELEASE,32,155,8,19,Alice,A2B,OPEN,9,MAC,777,419,193,127,256,1827
RELEASE,32,155,8,20,Bob,B2A,OPEN,9,MAC,777,419,193,127,256,1827
RELEASE,32,155,8,21,Bob,B2A,OPEN,10,MAC,777,419,193,127,256,1828
RELEASE,32,155,8,22,Alice,A2B,OPEN,10,MAC,777,419,193,127,256,1828
RELEASE,32,155,8,23,Bob,B2A,CONFIRM,11,PRF,624,422,68,96,128,1443
RELEASE,32,155,8,24,Alice,A2B,CONFIRM,11,PRF,624,422,68,96,128,1443
